req_id,raw_text,role,action,goal,acceptance_criteria
227,"Windows wheels binary size increase +400mb on 06.15.2025. ### 🐛 Describe the bug

We are observing Windows wheel binary size increase  +400mb on 06.15.2025

Windows wheels. 
```
CPU:
torch-2.8.0.dev20250615+cpu-cp310-cp310-win_amd64.whl | June 15, 2025, 05:42:44 (UTC-04:00) | 589.8 MB
torch-2.8.0.dev20250614+cpu-cp310-cp310-win_amd64.whl |  June 14, 2025, 05:18:44 (UTC-04:00) | 207.0 MB 

GPU:
torch-2.8.0.dev20250615+cu128-cp310-cp310-win_amd64.whl | June 15, 2025, 08:00:39 (UTC-04:00) | 3.3 GB
torch-2.8.0.dev20250614+cu128-cp310-cp310-win_amd64.whl | June 14, 2025, 07:34:49 (UTC-04:00) | 2.9 GB
```

This is an issue because we are trying to preserve available space on pypi.
Comparing torch/lib folder shows increase of the size of all *.lib files:

<img width=""1430"" height=""584"" alt=""Image"" src=""https://github.com/user-attachments/assets/6fa6a8a8-1a50-4a2d-8da3-960c29807040"" />

Main culprit is: https://github.com/pytorch/pytorch/pull/154783#discussion_r2243781582

### Versions

2.8.0

cc @ezyang @gchanan @zou3519 @kadeng @msaroufim @seemethere @malfet",Placeholder,Placeholder,Placeholder,Placeholder
228,"[BE] Only package top level `.lib` files into whl on Windows. ### 🐛 Describe the bug

PyTorch Windows wheel are packaged with `.lib` files for all libraries that are bundled into the wheel, but only ones pointing to a public facing APIs(c10.dll, torch_*.dll ) are needed to develop extensions against PyTorch, so other are just dead weight and should not be shipped

### Versions

CI

cc @seemethere @atalman @peterjc123 @mszhanyi @skyline75489 @nbcsm @iremyux @Blackhex",Placeholder,Placeholder,Placeholder,Placeholder
229,"Add more tests to h100 ciflow. ### 🚀 The feature, motivation and pitch

We should add more test that are run on oss with h100 flow. You can add them [here](https://l.workplace.com/l.php?u=https%3A%2F%2Fgithub.com%2Fpytorch%2Fpytorch%2Fpull%2F153170%2Ffiles%23diff-9709e5db13aeac90c0312b2b8da34b37cf51242ec789ca959fcf1ba295a8da7aR319&h=AT0YjtTECzTA_TL-VuRW02nZvPMLoitxeZVCkPzIkavIdfflhbJIT8MGuUC2umL11R5Q24cLvbljzdv6MQwUxidWthfuVTTn_x-xF8FaPAk8WFYBpWLo-iPH2U4mzZ6Ptdp-7RuRs2nakaDNO5h4WNxuAjETDKHqBUyoSw) and run with 
ciflow/h100. Please ensure that the test runs in a reasonable time. 

For example - we dont have any coverage of cutlass right now (cc @mruberry @chauhang @penguinwu @henrylhtsang @mlazos).

We should also add more sdpa testing - although it is too parameterized right now and takes too long (cc @drisspg ). 

It would also be nice to automatically trigger the ciflow when those test are edited.

### Alternatives

_No response_

### Additional context

_No response_",Placeholder,Placeholder,Placeholder,Placeholder
230,"Cannot pass through None for example_inputs in prepare_fx. ### 🐛 Describe the bug

When using `torch.ao.quantization.quantize_fx.prepare_fx` you are required to give it example inputs that you can only pass positionally (wack). As these get passed through to the model's forward call, they are converted to Proxy objects, even in the case of the argument being passed as 'None'.

This becomes an issue in cases where the forward call has mutually exclusive arguments, and checks if both args aren't None (which fails because they aren't None, they're Proxy objects). This is difficult to work around when working with external models like those from the Huggingface Transformers library. 

```python
class MyModel(nn.Module):
    def __init__(self, ...):
         ...

    def forward(self, arg1, arg2, arg3, ...):
         if (arg1 is not None) and (arg2 is not None):
             raise ValueError(""No! Bad! These can't both be set!"")
         ....

model = MyModel(...)

qconfig = ...
qconfig_mapping = ....

#Value Error
prepped_model = torch.ao.quantization.quantize_fx.prepare_fx(
    model, 
    qconfig_mapping, 
    example_inputs=(val1, None, val3) # Try to pass val2 as None
)
```

### Versions

PyTorch version: 2.7.1+cu126
Is debug build: False
CUDA used to build PyTorch: 12.6
ROCM used to build PyTorch: N/A

OS: Ubuntu 22.04.3 LTS (x86_64)
GCC version: (Ubuntu 11.4.0-1ubuntu1~22.04) 11.4.0
Clang version: Could not collect
CMake version: version 3.28.1
Libc version: glibc-2.35

Python version: 3.10.12 (main, Nov 20 2023, 15:14:05) [GCC 11.4.0] (64-bit runtime)
Python platform: Linux-5.15.0-144-generic-x86_64-with-glibc2.35
Is CUDA available: False
CUDA runtime version: 12.3.107
CUDA_MODULE_LOADING set to: N/A
GPU models and configuration: Could not collect

Versions of relevant libraries:
[pip3] mypy-extensions==1.0.0
[pip3] numpy==1.26.4
[pip3] nvidia-cublas-cu12==12.6.4.1
[pip3] nvidia-cuda-cupti-cu12==12.6.80
[pip3] nvidia-cuda-nvrtc-cu12==12.6.77
[pip3] nvidia-cuda-runtime-cu12==12.6.77
[pip3] nvidia-cudnn-cu12==9.5.1.17
[pip3] nvidia-cufft-cu12==11.3.0.4
[pip3] nvidia-curand-cu12==10.3.7.77
[pip3] nvidia-cusolver-cu12==11.7.1.2
[pip3] nvidia-cusparse-cu12==12.5.4.2
[pip3] nvidia-cusparselt-cu12==0.6.3
[pip3] nvidia-nccl-cu12==2.26.2
[pip3] nvidia-nvjitlink-cu12==12.6.85
[pip3] nvidia-nvtx-cu12==12.6.77
[pip3] nvidia-pytriton==0.4.1
[pip3] nvtx==0.2.5
[pip3] onnx==1.15.0rc2
[pip3] onnxruntime==1.22.1
[pip3] onnxruntime-tools==1.7.0
[pip3] open-clip-torch==2.24.0
[pip3] optree==0.10.0
[pip3] pytorch-lightning==2.0.7
[pip3] pytorch-quantization==2.1.2
[pip3] torch==2.7.1+cu126
[pip3] torch-ema==0.3
[pip3] torchdata==0.7.0a0
[pip3] torchdiffeq==0.2.3
[pip3] torchmetrics==0.9.1
[pip3] torchprofile==0.0.4
[pip3] torchsde==0.2.6
[pip3] torchtext==0.17.0a0
[pip3] triton==3.3.1
[pip3] tritonclient==2.38.0
[conda] Could not collec",Placeholder,Placeholder,Placeholder,Placeholder
231,"DISABLED test_fused_all_gather_matmul_native_symm_mem_input_True_is_b_row_major_False (__main__.SymmetricMemoryTest). Platforms: rocm

  This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_fused_all_gather_matmul_native_symm_mem_input_True_is_b_row_major_False&suite=SymmetricMemoryTest&limit=100) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/47036059454).

  Over the past 6 hours, it has been determined flaky in 3 workflow(s) with 3 failures and 3 successes.

  **Debugging instructions (after clicking on the recent samples link):**
  DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
  To find relevant log snippets:
  1. Click on the workflow logs linked above
  2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
  3. Grep for `test_fused_all_gather_matmul_native_symm_mem_input_True_is_b_row_major_False`
  4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.
  
  

<details><summary>Sample error message</summary>

```
Traceback (most recent call last):
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_distributed.py"", line 1777, in wrapper
    raise rv
RuntimeError: Exception in worker process:
Traceback (most recent call last):
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_distributed.py"", line 1642, in _worker_loop
    cls._run_test_given_id(test_id)
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_distributed.py"", line 1615, in _run_test_given_id
    test_fn(**kwargs)
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_distributed.py"", line 1786, in wrapper
    fn()
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 3223, in wrapper
    method(*args, **kwargs)
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 552, in instantiated_test
    test(self, **param_kwargs)
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 1914, in wrapper
    raise unittest.SkipTest(reason)
unittest.case.SkipTest: skipIfRocm: test doesn't currently work on the ROCm stack
```

</details>


  Test file path: `distributed/test_symmetric_memory.py`

  For all disabled tests (by GitHub issue), see https://hud.pytorch.org/disabled.

cc @jeffdaily @sunway513 @jithunnair-amd @pruthvistony @ROCmSupport @dllehr-amd @jataylo @hongxiayang @naromero77amd @clee2000",Placeholder,Placeholder,Placeholder,Placeholder
232,"[FSDP2] provide profiler metadata for memory bandwidth calculation. ### 🚀 The feature, motivation and pitch

all-gather copy-out use `at::native::detail::split_with_sizes_copy_out_contiguous_no_cast_kernel`
reduce-scatter copy-in use `at::native::detail::chunk_cat_cuda_kernel`

it's helpful to provide torch profiler the data size for me to calculate actual bandwidth. this is useful to measure fsdp2 framwork overhead when we upgrade to next-gen GPUs


<img width=""290"" height=""269"" alt=""Image"" src=""https://github.com/user-attachments/assets/e50593b7-9b1c-42d7-a406-8ac24c487a7c"" />

### Alternatives

ddd

### Additional context

_No response_

cc @H-Huang @awgu @wanchaol @fegin @fduwjj @wz337 @wconstab @d4l3k @pragupta",Placeholder,Placeholder,Placeholder,Placeholder
233,"`torch.compile` appears to be missing dtype checks before dispatching to native functions. ### 🐛 Describe the bug

e.g., the following case works in eager but `torch.compile` fuses to `addmm` which expects the floating-point types to have the same width which causes a crash
```
import torch

a = torch.nn.Linear(1024, 1024, bias=False).cuda()
a = a.bfloat16()
w = torch.randn(1024, 1024, device='cuda')
@torch.compile
def func():
    x = torch.randn(1024, 1024, device='cuda', dtype=torch.bfloat16)
    x = a(x)
    x = x + w
    return x

print(func())
print(func())
```

### Versions

recent pytorch source build

cc @chauhang @penguinwu",Placeholder,Placeholder,Placeholder,Placeholder
234,"DISABLED test_strided_grad_layout (__main__.TestDataParallel). Platforms: rocm

This test was disabled because it is failing on main branch ([recent examples](https://torch-ci.com/failure?failureCaptures=%5B%22distributed%2Ftest_data_parallel.py%3A%3ATestDataParallel%3A%3Atest_strided_grad_layout%22%5D)).

cc @jeffdaily @sunway513 @pruthvistony @ROCmSupport @dllehr-amd @jataylo @hongxiayang @naromero77amd",Placeholder,Placeholder,Placeholder,Placeholder
235,"DISABLED test_grad_layout_1devicemodule_1replicaperprocess (__main__.DistributedDataParallelTest). Platforms: rocm

This test was disabled because it is failing on main branch ([recent examples](https://torch-ci.com/failure?failureCaptures=%5B%22distributed%2Ftest_c10d_nccl.py%3A%3ADistributedDataParallelTest%3A%3Atest_grad_layout_1devicemodule_1replicaperprocess%22%5D)).

cc @jeffdaily @sunway513 @pruthvistony @ROCmSupport @dllehr-amd @jataylo @hongxiayang @naromero77amd",Placeholder,Placeholder,Placeholder,Placeholder
236,"DISABLED test_linear_dynamic_maxautotune_cuda (__main__.AOTInductorTestABICompatibleGpu). Platforms: rocm, inductor

  This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_linear_dynamic_maxautotune_cuda&suite=AOTInductorTestABICompatibleGpu&limit=100) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/47005452092).

  Over the past 6 hours, it has been determined flaky in 21 workflow(s) with 42 failures and 21 successes.

  **Debugging instructions (after clicking on the recent samples link):**
  DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
  To find relevant log snippets:
  1. Click on the workflow logs linked above
  2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
  3. Grep for `test_linear_dynamic_maxautotune_cuda`
  4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.
  
  
  Test file path: `inductor/test_aot_inductor.py`

  For all disabled tests (by GitHub issue), see https://hud.pytorch.org/disabled.

cc @clee2000 @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @chenyang78 @kadeng @muchulee8 @amjames @chauhang @aakhundov @coconutruben",Placeholder,Placeholder,Placeholder,Placeholder
237,"DISABLED test_undefined_grads_mode_warn (__main__.TestAutogradFallback). Platforms: dynamo

  This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_undefined_grads_mode_warn&suite=TestAutogradFallback&limit=100) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/47002141569).

  Over the past 6 hours, it has been determined flaky in 9 workflow(s) with 18 failures and 9 successes.

  **Debugging instructions (after clicking on the recent samples link):**
  DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
  To find relevant log snippets:
  1. Click on the workflow logs linked above
  2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
  3. Grep for `test_undefined_grads_mode_warn`
  4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.
  
  
  Test file path: `test_autograd_fallback.py`

  For all disabled tests (by GitHub issue), see https://hud.pytorch.org/disabled.

cc @ezyang @albanD @gqchen @nikitaved @soulitzer @Varal7 @xmfan @clee2000 @chauhang @penguinwu @voznesenskym @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @amjames @Lucaskabela",Placeholder,Placeholder,Placeholder,Placeholder
238,"DISABLED test_conv_bn_relu_mod (__main__.TestFXNumericSuiteNShadows). Platforms: mac, macos

  This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_conv_bn_relu_mod&suite=TestFXNumericSuiteNShadows&limit=100) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/47000990119).

  Over the past 6 hours, it has been determined flaky in 10 workflow(s) with 10 failures and 10 successes.

  **Debugging instructions (after clicking on the recent samples link):**
  DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
  To find relevant log snippets:
  1. Click on the workflow logs linked above
  2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
  3. Grep for `test_conv_bn_relu_mod`
  4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.
  
  

<details><summary>Sample error message</summary>

```
Traceback (most recent call last):
  File ""/Users/ec2-user/runner/_work/_temp/venv-3.12-1753850797/lib/python3.12/site-packages/torch/testing/_internal/common_utils.py"", line 3223, in wrapper
    method(*args, **kwargs)
  File ""/Users/ec2-user/runner/_work/_temp/venv-3.12-1753850797/lib/python3.12/site-packages/torch/testing/_internal/common_quantization.py"", line 416, in wrapper
    with override_quantized_engine(""qnnpack""):
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/opt/homebrew/Cellar/python@3.12/3.12.11/Frameworks/Python.framework/Versions/3.12/lib/python3.12/contextlib.py"", line 144, in __exit__
    next(self.gen)
  File ""/Users/ec2-user/runner/_work/_temp/venv-3.12-1753850797/lib/python3.12/site-packages/torch/testing/_internal/common_quantized.py"", line 151, in override_quantized_engine
    torch.backends.quantized.engine = previous
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/ec2-user/runner/_work/_temp/venv-3.12-1753850797/lib/python3.12/site-packages/torch/backends/quantized/__init__.py"", line 37, in __set__
    torch._C._set_qengine(_get_qengine_id(val))
RuntimeError: quantized engine NoQEngine is not supported

To execute this test, run the following from the base repo dir:
    python test/quantization/fx/test_numeric_suite_fx.py TestFXNumericSuiteNShadows.test_conv_bn_relu_mod

This message can be suppressed by setting PYTORCH_PRINT_REPRO_ON_FAILURE=0
```

</details>


  Test file path: `test_quantization.py`

  For all disabled tests (by GitHub issue), see https://hud.pytorch.org/disabled.

cc @jerryzh168 @jianyuh @raghuramank100 @jamesr66a @vkuzo @jgong5 @Xia-Weiwen @leslie-fang-intel @msaroufim @clee2000 @malfet @albanD",Placeholder,Placeholder,Placeholder,Placeholder
239,"torch compile produces nans with GQA . ### 🐛 Describe the bug

Torch compiler can create tensors with a wrong shape / stride when using GQA SDPA.
I get nans in the gradients in the backward pass for all parameters and the inputs

This bug was very difficult to pin down to a minimal code example that reproduces it - turns out that a lot of conditions have to be met to trigger this rare error:
- odd sequence lengths (S % 2 == 1)
- GQA (I used 32 heads for Q, 8 for K and V)
- math backend (will automatically be used when GQA is enabled and attn_mask is used
- ~~this import before the compilation happens `from __future__ import annotations`~~ - looks like this is not necessary? maybe it just triggered a recompile. But now I get nans even without this.


Maybe some of them are not needed or just misleading, but it already took me multiple days to reduce our code to this minimal reproducable example. I hope you can reproduce the error with it :)

## example:
```python
from __future__ import annotations
import torch


class MaskedMHA(torch.nn.Module):
    def __init__(self, H_q, H_kv, D):
        super().__init__()
        self.H_kv = H_kv
        num_heads_total = H_q + 2 * H_kv
        self.qkv_proj_vid = torch.nn.Linear(H_q*D, num_heads_total*D)
        self.qkv_proj_txt = torch.nn.Linear(H_q*D, num_heads_total*D)
        self.out_proj = torch.nn.Linear(H_q*D, H_q*D)
        self.H_q = H_q
        self.D = D

        
    def forward(self, x_vid, x_txt, attn_mask):
        qkv_vid = self.qkv_proj_vid(x_vid)
        qkv_txt = self.qkv_proj_txt(x_txt)
        qkv_vid = qkv_vid.reshape((*qkv_vid.shape[:-1], -1, self.D))
        qkv_txt = qkv_txt.reshape((*qkv_txt.shape[:-1], -1, self.D))

        
        q_vid = qkv_vid[..., :self.H_q, :]
        k_vid = qkv_vid[..., self.H_q:self.H_q + self.H_kv, :]
        v_vid = qkv_vid[..., self.H_q + self.H_kv:, :]

        q_txt = qkv_txt[..., :self.H_q, :]
        k_txt = qkv_txt[..., self.H_q:self.H_q + self.H_kv, :]
        v_txt = qkv_txt[..., self.H_q + self.H_kv:, :]

        q = torch.cat([q_vid, q_txt], dim=-3)
        k = torch.cat([k_vid, k_txt], dim=-3)
        v = torch.cat([v_vid, v_txt], dim=-3)

        out = torch.nn.functional.scaled_dot_product_attention(q.transpose(-2,-3), k.transpose(-2,-3), v.transpose(-2,-3), attn_mask=attn_mask, enable_gqa=True)
        out = out.transpose(-2,-3)

        return out

def test_masked_mha():
    S_vid = 300
    S_txt = S - S_vid
    x1 = torch.randn(B, S_vid, H*D, requires_grad=True, device=device)
    x2 = torch.randn(B, S_txt, H*D, requires_grad=True, device=device)
    attn_mask = torch.ones(B, 1, S, S, dtype=torch.bool, device=device)

    H_kv = H // 4
    mha = MaskedMHA(H, H_kv, D)
    mha = mha.to(device)
    mha = torch.compile(mha, fullgraph=True)
    with torch.autocast(device_type=""cuda"", dtype=dtype, cache_enabled=False):
        out_vid = mha(x1, x2, attn_mask)
        target_vid = torch.randn_like(out_vid)

        loss_vid = (out_vid - target_vid).mean()
        loss = loss_vid
    loss.backward()
    torch.cuda.synchronize()
    print(f""x1 grad any nan={torch.any(x1.grad.isnan()).item()}"")
    print(f""x2 grad any nan={torch.any(x2.grad.isnan()).item()}"")
    print(f""loss={loss.item()}"")
    for param_idx, param in enumerate(mha.parameters()):
        print(f""{param_idx=} {param.grad.max() if param.grad is not None else None}"")


B, H, S, D = 64, 32, 555, 128
device = ""cuda""
dtype = torch.bfloat16
torch.compiler.reset()

test_masked_mha()
```

### example output
```
x1 grad any nan=True
x2 grad any nan=True
loss=0.0004730224609375
param_idx=0 nan
param_idx=1 nan
param_idx=2 nan
param_idx=3 nan
param_idx=4 None
param_idx=5 None
```


## compiled output code
[output_code_bw.txt](https://github.com/user-attachments/files/21507228/output_code_bw.txt)
[output_code_fw.txt](https://github.com/user-attachments/files/21507229/output_code_fw.txt)

### Versions

```
Collecting environment information...
PyTorch version: 2.7.0+cu126
Is debug build: False
CUDA used to build PyTorch: 12.6
ROCM used to build PyTorch: N/A

OS: Ubuntu 20.04.6 LTS (x86_64)
GCC version: (Ubuntu 9.4.0-1ubuntu1~20.04.2) 9.4.0
Clang version: Could not collect
CMake version: version 3.29.3
Libc version: glibc-2.31

Python version: 3.11.10 (main, Oct 16 2024, 04:38:48) [Clang 18.1.8 ] (64-bit runtime)
Python platform: Linux-5.15.0-1062-aws-x86_64-with-glibc2.31
Is CUDA available: True
CUDA runtime version: Could not collect
CUDA_MODULE_LOADING set to: LAZY
GPU models and configuration: 
GPU 0: NVIDIA H100 80GB HBM3
GPU 1: NVIDIA H100 80GB HBM3
GPU 2: NVIDIA H100 80GB HBM3
GPU 3: NVIDIA H100 80GB HBM3
GPU 4: NVIDIA H100 80GB HBM3
GPU 5: NVIDIA H100 80GB HBM3
GPU 6: NVIDIA H100 80GB HBM3
GPU 7: NVIDIA H100 80GB HBM3

Nvidia driver version: 535.183.01
cuDNN version: Could not collect
Is XPU available: False
HIP runtime version: N/A
MIOpen runtime version: N/A
Is XNNPACK available: True

CPU:
Architecture:                       x86_64
CPU op-mode(s):                     32-bit, 64-bit
Byte Order:                         Little Endian
Address sizes:                      48 bits physical, 48 bits virtual
CPU(s):                             96
On-line CPU(s) list:                0-95
Thread(s) per core:                 1
Core(s) per socket:                 48
Socket(s):                          2
NUMA node(s):                       2
Vendor ID:                          AuthenticAMD
CPU family:                         25
Model:                              1
Model name:                         AMD EPYC 7R13 Processor
Stepping:                           1
CPU MHz:                            2650.000
BogoMIPS:                           5300.00
Hypervisor vendor:                  KVM
Virtualization type:                full
L1d cache:                          3 MiB
L1i cache:                          3 MiB
L2 cache:                           48 MiB
L3 cache:                           384 MiB
NUMA node0 CPU(s):                  0-47
NUMA node1 CPU(s):                  48-95
Vulnerability Gather data sampling: Not affected
Vulnerability Itlb multihit:        Not affected
Vulnerability L1tf:                 Not affected
Vulnerability Mds:                  Not affected
Vulnerability Meltdown:             Not affected
Vulnerability Mmio stale data:      Not affected
Vulnerability Retbleed:             Not affected
Vulnerability Spec rstack overflow: Mitigation; safe RET
Vulnerability Spec store bypass:    Mitigation; Speculative Store Bypass disabled via prctl and seccomp
Vulnerability Spectre v1:           Mitigation; usercopy/swapgs barriers and __user pointer sanitization
Vulnerability Spectre v2:           Mitigation; Retpolines; IBPB conditional; IBRS_FW; STIBP always-on; RSB filling; PBRSB-eIBRS Not affected; BHI Not affected
Vulnerability Srbds:                Not affected
Vulnerability Tsx async abort:      Not affected
Flags:                              fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid aperfmperf tsc_known_freq pni pclmulqdq monitor ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext perfctr_core invpcid_single ssbd ibrs ibpb stibp vmmcall fsgsbase bmi1 avx2 smep bmi2 invpcid rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr rdpru wbnoinvd arat npt nrip_save vaes vpclmulqdq rdpid

Versions of relevant libraries:
[pip3] Could not collect
[conda] Could not collect
```

cc @chauhang @penguinwu @voznesenskym @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @chenyang78 @kadeng @muchulee8 @amjames @aakhundov @coconutruben",Placeholder,Placeholder,Placeholder,Placeholder
